TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE
"영종도","202603","뉴스","148.00000","8.00000","118.00000","-0.90000","4.30000","85.00000","섬","37.5001","126.5358","인천 중구 운남동 671-3","인천광역시","중구","8747074.00000","8447425.00000","3.50000","275820263.00000","200508461.00000","75311802.00000"
"몽촌토성","202603","뉴스","2.00000",,,,"4.70000","26.00000","역사적 명소","37.5216278","127.1191596","서울특별시 KR 서울특별시 송파구 올림픽로 424 망월봉","서울특별시","송파구","11907262.00000","11296638.00000","5.40000","327524706.00000","287557807.00000","39966899.00000"
"땅끝마을","202603","뉴스","8.00000","2.00000","6.00000","-0.70000","4.20000","95.00000","관광 명소","34.300253","126.526986","전라남도 해남군 송지면 송호리 550번지 땅끝황토테마촌","전라남도","해남군","755111.00000","763206.00000","-1.10000","8461029.00000","8436784.00000","24245.00000"
"삼청동길","202603","뉴스","520.00000","72.00000","251.00000","-0.70000","4.30000","2152.00000","관광 명소","37.5837936","126.9819183","서울특별시 종로구 삼청동 63-40","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"낙산공원","202603","뉴스","2.00000",,,,"4.60000","6012.00000","공원","37.5806571","127.0074835","서울특별시 종로구 낙산길 41 낙산공원","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"묵호항","202603","뉴스","8.00000","2.00000","1.00000","1.00000","4.20000","107.00000","항구","37.5504","129.114","강원도 동해시 묵호진동 40-79","강원특별자치도","동해시","933432.00000","891544.00000","4.70000","17374394.00000","17246504.00000","127890.00000"
"방산시장","202603","뉴스","3.00000","3.00000",,"1.00000","4.00000","4008.00000","시장","37.5687294","127.0008004","서울특별시 중구 동호로37길 240 20 방산종합시장 A동 1층","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"낙안읍성민속마을","202603","뉴스","3.00000",,,,"4.30000","6530.00000","관광 명소","34.9072954","127.3411258","전라남도 순천시 낙안면 충민길 낙안 금전산","전라남도","순천시","2521712.00000","2371138.00000","6.40000","40092761.00000","39845848.00000","246913.00000"
"성신여대입구","202603","뉴스","144.00000","70.00000","58.00000","0.20000","4.00000","350.00000","시장","37.592709","127.016539","서울특별시 성신여대입구역","서울특별시","성북구","6592750.00000","5623583.00000","17.20000","67447294.00000","64861394.00000","2585900.00000"
"성북동","202603","뉴스","12.00000",,"12.00000","-1.00000","4.60000","3147.00000","불교사찰","37.5952093","126.9978087","서울특별시 성북동성당","서울특별시","성북구","6592750.00000","5623583.00000","17.20000","67447294.00000","64861394.00000","2585900.00000"
"부천시청","202603","뉴스","30.00000","1.00000","1.00000",,"4.20000","367.00000","시청","37.504681","126.763618","경기도 부천시 원미구 중동 길주로 부천시청","경기도","부천시 원미구","6222335.00000","5888939.00000","5.70000","103875569.00000","100771741.00000","3103828.00000"
"올림픽공원","202603","뉴스","57.00000","31.00000","6.00000","4.20000","4.60000","2992.00000","시티 공원","37.5206868","127.1214941","서울특별시 송파구 방이동 88-3","서울특별시","송파구","11907262.00000","11296638.00000","5.40000","327524706.00000","287557807.00000","39966899.00000"
"세브란스병원","202603","뉴스","1.00000","1.00000",,"1.00000","3.70000","470.00000","대학병원","37.5623371","126.9408692","서울특별시 서대문구 신촌동 연세로 50-1","서울특별시","서대문구","9267108.00000","8327028.00000","11.30000","90077981.00000","78865725.00000","11212256.00000"
"레고랜드","202603","뉴스","64.00000","6.00000",,"1.00000","4.30000","4633.00000","테마파크","37.8847787","127.6970027","강원특별자치도 춘천시 하중도길 128","강원특별자치도","춘천시","2683566.00000","2717712.00000","-1.30000","51133760.00000","49933590.00000","1200170.00000"
"북촌한옥마을","202603","뉴스","3.00000","1.00000","1.00000",,"4.40000","23858.00000","명소","37.5814696","126.9849519","서울특별시 종로구 가회동 30-9","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"동대문","202603","뉴스","113.00000","32.00000","74.00000","-0.60000","4.40000","7794.00000","역사적 명소","37.5819561","127.054846","서울특별시 동대문구 전농동 141-189","서울특별시","동대문구","6191392.00000","5796889.00000","6.80000","91153219.00000","86995001.00000","4158218.00000"
"남산","202603","뉴스","19.00000","11.00000","3.00000","2.70000","4.70000","701.00000","산봉우리","37.5537586","126.9809696","서울특별시 중구 회현동1가 100-166","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"백범김구기념관","202603","뉴스","3.00000",,"3.00000","-1.00000","4.40000","1564.00000","박물관","37.5445535","126.9594821","서울특별시 용산구 임정로 26","서울특별시","용산구","10501456.00000","9982640.00000","5.20000","197037746.00000","162333055.00000","34704691.00000"
"우도","202603","뉴스","4.00000","4.00000",,"1.00000","4.50000","435.00000","섬","33.5042977","126.954048","제주특별자치도 제주시 우도면 연평리 1431-2","제주특별자치도","제주시","5021068.00000","4567598.00000","9.90000","172754900.00000","144494112.00000","28260788.00000"
"삼성서울병원","202603","뉴스","5.00000","3.00000","2.00000","0.50000","3.90000","549.00000","종합병원","37.4881193","127.0849885","서울특별시 강남구 일원로 81 삼성서울병원","서울특별시","강남구","20391298.00000","19186622.00000","6.30000","761281418.00000","516273492.00000","245007926.00000"
"오설록 티 뮤지엄","202603","뉴스","6.00000",,,,"4.10000","23725.00000","박물관","33.3059438","126.289437","제주특별자치도 서귀포시 안덕면 신화역사로 15","제주특별자치도","서귀포시","3572457.00000","3200932.00000","11.60000","88373987.00000","74731035.00000","13642952.00000"
"불국사","202603","뉴스","9.00000","5.00000","4.00000","0.20000","4.60000","17613.00000","불교사찰","35.7901973","129.3320806","경상북도 경주시 불국로 385","경상북도","경주시","4040771.00000","3896246.00000","3.70000","83221991.00000","80971767.00000","2250224.00000"
"어린이대공원","202603","뉴스","16.00000",,,,"4.50000","12998.00000","놀이공원","37.549363","127.0818126","서울특별시 능동 18번지 어린이대공원놀이동산 광진구 서울특별시 KR","서울특별시","광진구","7439390.00000","6797980.00000","9.40000","112101007.00000","95405056.00000","16695951.00000"
"순천만습지","202603","뉴스","4.00000",,"3.00000","-1.00000","4.40000","10890.00000","생태 공원","34.885971","127.5090298","전라남도 순천시 순천만길 513-25 순천만습지","전라남도","순천시","2521712.00000","2371138.00000","6.40000","40092761.00000","39845848.00000","246913.00000"
"샤롯데씨어터","202603","뉴스","91.00000","4.00000","87.00000","-1.00000","4.40000","3919.00000","공연예술 극장","37.5107077","127.0998494","서울특별시 송파구 올림픽로 240","서울특별시","송파구","11907262.00000","11296638.00000","5.40000","327524706.00000","287557807.00000","39966899.00000"
"신화테마파크","202603","뉴스","6.00000",,,,"4.00000","3520.00000","테마파크","33.3051791","126.3152053","제주특별자치도 서귀포시 안덕면 서광리 산35-20","제주특별자치도","서귀포시","3572457.00000","3200932.00000","11.60000","88373987.00000","74731035.00000","13642952.00000"
"마포대교","202603","뉴스","2.00000","2.00000",,"1.00000","4.50000","327.00000","다리","37.5337975","126.9371138","서울 영등포구 여의도동","서울특별시","마포구","11178818.00000","10711578.00000","4.40000","246294312.00000","179744728.00000","66549584.00000"
"대전컨벤션센터","202603","뉴스","1.00000",,,,"4.00000","2210.00000","컨벤션센터","36.375216","127.391775","대전광역시 유성구 엑스포로 107","대전광역시","유성구","6333688.00000","5664480.00000","11.80000","167316974.00000","164968381.00000","2348593.00000"
"수원시장","202603","뉴스","8.00000","1.00000",,"1.00000","4.10000","3558.00000","재래시장","37.2667603","127.0014613","경기도 수원시 팔달구 매산로1가 86-8","경기도","수원시 팔달구","7038994.00000","6755147.00000","4.20000","111958171.00000","108398767.00000","3559404.00000"
"서울드래곤시티","202603","뉴스","3.00000","1.00000",,"1.00000","4.30000","4762.00000","5성급 호텔","37.5319199","126.9624425","서울특별시 용산구 청파로20길 95 스카이킹덤 31F","서울특별시","용산구","10501456.00000","9982640.00000","5.20000","197037746.00000","162333055.00000","34704691.00000"
"대천해수욕장","202603","뉴스","4.00000","1.00000","1.00000",,"4.40000","505.00000","해변","36.3055967","126.5160485","충청남도 보령시 신흑동 1345","충청남도","보령시","1256899.00000","1325940.00000","-5.20000","17513567.00000","17427344.00000","86223.00000"
"신촌","202603","뉴스","6.00000","1.00000",,"1.00000","4.70000","1641.00000","대학교","37.5650797","126.9399549","서울특별시 서대문구 연세로 50-1","서울특별시","서대문구","9267108.00000","8327028.00000","11.30000","90077981.00000","78865725.00000","11212256.00000"
"덕수궁","202603","뉴스","19.00000","1.00000","1.00000",,"4.60000","20140.00000","문화적 랜드마크","37.5658049","126.9751461","서울특별시 중구 세종대로 99","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"대한민국역사박물관","202603","뉴스","10.00000","10.00000",,"1.00000","4.50000","3824.00000","역사 박물관","37.5739432","126.9779299","서울특별시 종로구 세종대로 198","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"서울랜드","202603","뉴스","15.00000","4.00000","3.00000","0.30000","4.30000","13893.00000","놀이공원","37.4341563","127.0201267","경기도 과천시 막계동 70-4","경기도","과천시","2005983.00000","1725213.00000","16.30000","19956887.00000","19017125.00000","939762.00000"
"시립미술관","202603","뉴스","26.00000","9.00000","6.00000","0.50000","4.60000","2068.00000","미술관","35.1667329","129.1370714","부산광역시 해운대구 APEC로 58","부산광역시","해운대구","5866066.00000","5662184.00000","3.60000","213290962.00000","189829089.00000","23461873.00000"
"마두공원","202603","뉴스","17.00000","2.00000",,"1.00000","4.40000","233.00000","공원","37.652185","126.777641","고양시 마두역","경기도","고양시 일산동구","4818660.00000","4826650.00000","-0.20000","97161489.00000","95521010.00000","1640479.00000"
"롯데콘서트홀","202603","뉴스","32.00000","18.00000","9.00000","1.00000","4.60000","4245.00000","콘서트홀","37.5136096","127.1039833","서울특별시 송파구 올림픽로 300","서울특별시","송파구","11907262.00000","11296638.00000","5.40000","327524706.00000","287557807.00000","39966899.00000"
"서울숲공원","202603","뉴스","4.00000","3.00000","1.00000","2.00000","4.60000","10591.00000","공원","37.5443878","127.0374424","서울특별시 성동구 성수동1가 678-1","서울특별시","성동구","7576954.00000","6828434.00000","11.00000","140942148.00000","98939568.00000","42002580.00000"
"순천만국가정원","202603","뉴스","49.00000","49.00000",,"1.00000","4.50000","7846.00000","정원","34.9284391","127.4982691","전라남도 순천시 국가정원1호길 47","전라남도","순천시","2521712.00000","2371138.00000","6.40000","40092761.00000","39845848.00000","246913.00000"
"숭례문","202603","뉴스","7.00000","3.00000","3.00000",,"4.60000","940.00000","역사적 명소","37.559984","126.9753071","서울특별시 중구 남대문로4가 29","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"서울신라호텔","202603","뉴스","13.00000","2.00000","7.00000","-0.70000","4.60000","7474.00000","5성급 호텔","37.5559034","127.0052509","서울특별시 중구 동호로 249","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"더현대서울","202603","뉴스","2.00000","2.00000",,"1.00000","4.40000","10527.00000","백화점","37.5260497","126.928296","서울특별시 영등포구 여의대로 108","서울특별시","영등포구","10886124.00000","10180622.00000","6.90000","283861222.00000","255649939.00000","28211283.00000"
"서울시청","202603","뉴스","70.00000","16.00000","18.00000","-0.10000","4.40000","863.00000","시청","37.550263","126.9970831","서울특별시 중구 세종대로 110","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"송도 센트럴파크","202603","뉴스","1.00000",,"1.00000","-1.00000","4.50000","6067.00000","시티 공원","37.3922621","126.6396891","인천광역시 연수구 송도동 24-5","인천광역시","연수구","4741656.00000","4575193.00000","3.60000","102774174.00000","95479506.00000","7294668.00000"
"서울대학교","202603","뉴스","180.00000","48.00000","55.00000","-0.10000","4.40000","2006.00000","공립대학교","37.4648267","126.9571988","서울특별시 관악구 관악로","서울특별시","관악구","6865366.00000","6193810.00000","10.80000","74089104.00000","72314424.00000","1774680.00000"
"서울아트시네마","202603","뉴스","11.00000","6.00000","4.00000","0.50000","4.60000","62.00000","영화관","37.568038","126.9695876","서울특별시 중구 정동길 3","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"아차산","202603","뉴스","1.00000",,"1.00000","-1.00000","4.40000","357.00000","산봉우리","37.5715087","127.1037627","서울특별시 H39X+GR","경기도","구리시","4249746.00000","3928088.00000","8.20000","59132333.00000","58755993.00000","376340.00000"
"남한산성","202603","뉴스","2.00000",,"1.00000","-1.00000","4.40000","1806.00000","문화 유산 보존","37.4789","127.18","경기도 광주시 남한산성면 남한산성로 784-29","경기도","광주시","4276958.00000","4129514.00000","3.60000","68294148.00000","67941906.00000","352242.00000"
"속초중앙시장","202603","뉴스","2.00000",,"2.00000","-1.00000","4.00000","26359.00000","시장","38.2044929","128.5902135","강원특별자치도 속초시 중앙동 471-4","강원특별자치도","속초시","1623601.00000","1672052.00000","-2.90000","38369508.00000","37797102.00000","572406.00000"
"리버사이드호텔","202603","뉴스","5.00000",,"4.00000","-1.00000","3.70000","3990.00000","4성급 호텔","37.518644","127.0181008","서울특별시 서초구 잠원동 6-1","서울특별시","서초구","17253660.00000","15777590.00000","9.40000","506187388.00000","444313195.00000","61874193.00000"
"명동대성당","202603","뉴스","187.00000",,,,"4.70000","9943.00000","대성당","37.5633245","126.9872338","서울특별시 중구 명동길 74","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"속초해변","202603","뉴스","2.00000",,"2.00000","-1.00000","4.30000","7602.00000","해변","38.1905823","128.603541","강원특별자치도 속초시 조양동 해오름로 186","강원특별자치도","속초시","1623601.00000","1672052.00000","-2.90000","38369508.00000","37797102.00000","572406.00000"
"서문시장","202603","뉴스","5.00000","3.00000","1.00000","2.00000","4.20000","18537.00000","재래시장","35.8688497","128.5807879","대구광역시 중구 큰장로26길 45","대구광역시","중구","6529876.00000","5833100.00000","11.90000","82977129.00000","80009040.00000","2968089.00000"
"애니메이션박물관","202603","뉴스","2.00000",,"2.00000","-1.00000","4.30000","2951.00000","박물관","37.8930356","127.691934","강원특별자치도 춘천시 서면 박사로 854","강원특별자치도","춘천시","2683566.00000","2717712.00000","-1.30000","51133760.00000","49933590.00000","1200170.00000"
"독립기념관","202603","뉴스","19.00000",,"17.00000","-1.00000","4.60000","9650.00000","역사 박물관","36.7812042","127.2264822","충청남도 천안시 동남구 목천읍 독립기념관로 1 독립기념관","충청남도","천안시 동남구","4732413.00000","4550326.00000","4.00000","78001388.00000","77174055.00000","827333.00000"
"서울공예박물관","202603","뉴스","41.00000","35.00000",,"1.00000","4.70000","1301.00000","박물관","37.5765","126.985","서울특별시 종로구 율곡로3길 4","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"서울월드컵경기장","202603","뉴스","26.00000",,"4.00000","-1.00000","4.40000","9425.00000","경기장","37.5682617","126.8972735","서울특별시 마포구 월드컵로 240","서울특별시","마포구","11178818.00000","10711578.00000","4.40000","246294312.00000","179744728.00000","66549584.00000"
"남해독일마을","202603","뉴스","2.00000","2.00000",,"1.00000","4.00000","5457.00000","관광 명소","34.8333771","127.899794","경상남도 남해군 남해읍 남변리 643-18","경상남도","남해군","661370.00000","662235.00000","-0.10000","7070801.00000","7006296.00000","64505.00000"
"서울관광재단","202603","뉴스","46.00000","12.00000","3.00000","3.00000","4.20000","17.00000","재단","37.5685861","126.9871543","서울특별시 종로구 청계천로 85","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"명동","202603","뉴스","129.00000","70.00000","15.00000","3.70000","4.40000","25946.00000","관광 명소","37.55998","126.9858296","서울특별시 중구 남산동2가 10-4","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"논현","202603","뉴스","43.00000","21.00000","3.00000","6.00000","3.70000","41.00000","수입업체","37.5136787","127.0317124","서울특별시 강남구 논현동 207-3","서울특별시","강남구","20391298.00000","19186622.00000","6.30000","761281418.00000","516273492.00000","245007926.00000"
"롯데월드","202603","뉴스","183.00000","13.00000","45.00000","-0.70000","4.30000","48265.00000","테마파크","37.5111158","127.098167","서울특별시 송파구 송파대로 521","서울특별시","송파구","11907262.00000","11296638.00000","5.40000","327524706.00000","287557807.00000","39966899.00000"
"서울역사박물관","202603","뉴스","92.00000","50.00000","40.00000","0.20000","4.50000","5313.00000","역사 박물관","37.5704616","126.9705126","서울특별시 종로구 신문로2가 2-1","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"안목해변","202603","뉴스","5.00000","4.00000","1.00000","3.00000","4.30000","366.00000","해변","37.7731576","128.9472722","강원특별자치도 강릉시 창해로14번길 16","강원특별자치도","강릉시","2566970.00000","2561433.00000","0.20000","59199905.00000","58402010.00000","797895.00000"
"서울광장","202603","뉴스","23.00000","6.00000","12.00000","-0.50000","4.30000","3437.00000","공원","37.5655675","126.978014","서울특별시 중구 태평로2가 375","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"아쿠아플라넷 제주","202603","뉴스","2.00000",,"2.00000","-1.00000","4.40000","14003.00000","수족관","33.4327833","126.9278223","제주특별자치도 서귀포시 성산읍 섭지코지로 95","제주특별자치도","서귀포시","3572457.00000","3200932.00000","11.60000","88373987.00000","74731035.00000","13642952.00000"
"덕진공원","202603","뉴스","5.00000","5.00000",,"1.00000","4.20000","4083.00000","공원","35.8475732","127.121895","전북특별자치도 전주시 덕진구 덕진동1가 권삼득로 390 덕진공원","전북특별자치도","전주시 덕진구","4021216.00000","3804356.00000","5.70000","48340575.00000","47649212.00000","691363.00000"
"압구정동","202603","뉴스","85.00000","16.00000","59.00000","-0.70000","4.30000","280.00000","관광 명소","37.5271478","127.0334517","서울특별시 강남구 신사동 언주로 861","서울특별시","강남구","20391298.00000","19186622.00000","6.30000","761281418.00000","516273492.00000","245007926.00000"
"대전지방법원","202603","뉴스","3.00000",,"3.00000","-1.00000","3.60000","29.00000","시 법원","36.3542962","127.3892728","대전광역시 서구 둔산중로78번길 45","대전광역시","서구","6074750.00000","5648958.00000","7.50000","85215733.00000","84345950.00000","869783.00000"
"부산 국제시장","202603","뉴스","109.00000","95.00000","8.00000","10.90000","4.10000","12861.00000","시장","35.1731121","129.0714122","부산광역시 양정역","부산광역시","부산진구","6622592.00000","6375526.00000","3.90000","114819077.00000","88509410.00000","26309667.00000"
"포항공대","202603","뉴스","2.00000","2.00000",,"1.00000","4.70000","302.00000","공과대학교","36.0138857","129.3231836","경상북도 포항시 남구 청암로 77","경상북도","포항시 남구","2589604.00000","2582612.00000","0.30000","40399885.00000","39269618.00000","1130267.00000"
"해비치호텔","202603","뉴스","2.00000","2.00000",,"1.00000","4.50000","5802.00000","5성급 호텔","33.3233757","126.8447677","제주특별자치도 서귀포시 표선면 민속해안로 537","제주특별자치도","서귀포시","3572457.00000","3200932.00000","11.60000","88373987.00000","74731035.00000","13642952.00000"
"국립부여박물관","202603","뉴스","6.00000","4.00000","2.00000","1.00000","4.50000","3678.00000","국립박물관","36.2763865","126.9189991","충청남도 부여군 부여읍 금성로 5","충청남도","부여군","861791.00000","832755.00000","3.50000","16622640.00000","16549602.00000","73038.00000"
"전주 한옥마을","202603","뉴스","2.00000",,,,"4.10000","29066.00000","관광 명소","35.8175376","127.1520417","전북특별자치도 전주시 완산구 기린대로 99","전북특별자치도","전주시 완산구","3815490.00000","3766560.00000","1.30000","55366171.00000","53976746.00000","1389425.00000"
"광주극장","202603","뉴스","19.00000","7.00000","8.00000","-0.10000","4.40000","318.00000","영화관","35.1497968","126.9124823","광주광역시 동구 충장로4가 64","광주광역시","동구","3391731.00000","3076090.00000","10.30000","35987861.00000","35461148.00000","526713.00000"
"국립중앙과학관","202603","뉴스","11.00000","11.00000",,"1.00000","4.50000","5216.00000","과학박물관","36.3755897","127.3766119","대전광역시 유성구 구성동 411-1","대전광역시","유성구","6333688.00000","5664480.00000","11.80000","167316974.00000","164968381.00000","2348593.00000"
"해운대해수욕장","202603","뉴스","41.00000","24.00000","13.00000","0.80000","4.60000","2666.00000","해변","35.1719465","129.1741038","부산광역시 해운대구 좌동 998-11","부산광역시","해운대구","5866066.00000","5662184.00000","3.60000","213290962.00000","189829089.00000","23461873.00000"
"전쟁기념관","202603","뉴스","4.00000",,,,"4.60000","17952.00000","전쟁 박물관","37.5366059","126.9771397","서울특별시 용산구 이태원로 29","서울특별시","용산구","10501456.00000","9982640.00000","5.20000","197037746.00000","162333055.00000","34704691.00000"
"한강 공원","202603","뉴스","6.00000","6.00000",,"1.00000","4.80000","127.00000","공원","37.5270005","127.0198894","서울특별시 강남구 압구정동 387","서울특별시","강남구","20391298.00000","19186622.00000","6.30000","761281418.00000","516273492.00000","245007926.00000"
"국립중앙박물관","202603","뉴스","253.00000","59.00000","55.00000","0.10000","4.70000","28131.00000","국립박물관","37.5238506","126.9804702","서울특별시 용산구 서빙고로 137","서울특별시","용산구","10501456.00000","9982640.00000","5.20000","197037746.00000","162333055.00000","34704691.00000"
"국립민속박물관","202603","뉴스","24.00000","3.00000","21.00000","-0.90000","4.60000","3699.00000","국립박물관","37.5816456","126.9789948","서울특별시 종로구 팔판동 139-1","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"청계천","202603","뉴스","77.00000","10.00000","6.00000","0.70000","4.50000","10516.00000","공원","37.5691015","126.9786692","서울특별시 중구 무교동 80-1","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"가로수길","202603","뉴스","15.00000","5.00000","3.00000","0.70000","4.30000","299.00000","관광 명소","37.5210566","127.0228686","서울특별시 강남구 신사동 667-13","서울특별시","강남구","20391298.00000","19186622.00000","6.30000","761281418.00000","516273492.00000","245007926.00000"
"건대입구","202603","뉴스","41.00000",,"1.00000","-1.00000","4.10000","857.00000","쇼핑몰","37.540372","127.069276","서울특별시 화양동 건대입구","서울특별시","광진구","7439390.00000","6797980.00000","9.40000","112101007.00000","95405056.00000","16695951.00000"
"해인사","202603","뉴스","1.00000","1.00000",,"1.00000","4.60000","4176.00000","불교사찰","35.8011781","128.098098","경상남도 합천군 가야면 해인사길 122","경상남도","합천군","487826.00000","486017.00000","0.40000","4069996.00000","4055652.00000","14344.00000"
"충주호","202603","뉴스","1.00000",,,,"4.20000","42.00000","저수지","36.9595174","128.0666592","충청북도 충주시 동량면 명오리 444-1","충청북도","충주시","2664739.00000","2571860.00000","3.60000","45914721.00000","45500180.00000","414541.00000"
"이태원","202603","뉴스","22.00000","8.00000","12.00000","-0.30000","4.30000","302.00000","관광 명소","37.5385051","126.9925224","서울특별시 용산구 이태원동 213-4","서울특별시","용산구","10501456.00000","9982640.00000","5.20000","197037746.00000","162333055.00000","34704691.00000"
"충청남도청","202603","뉴스","1.00000",,"1.00000","-1.00000","4.20000","25.00000","도청","36.4742105","126.7819505","충청남도 청양군 청양읍 청수리 산116-1","충청남도","청양군","428120.00000","351148.00000","21.90000","2872076.00000","2869144.00000","2932.00000"
"한라산","202603","뉴스","18.00000","2.00000","1.00000","1.00000","4.60000","817.00000","산봉우리","33.3616666","126.5291666","제주특별자치도 제주시 오등동 산57번지 한라산골프장내","제주특별자치도","서귀포시","3572457.00000","3200932.00000","11.60000","88373987.00000","74731035.00000","13642952.00000"
"광안리해수욕장","202603","뉴스","9.00000","3.00000","3.00000",,"4.70000","1551.00000","해변","35.1531","129.1186","부산 수영구 광안해변로 219","부산광역시","수영구","3459785.00000","3148170.00000","9.90000","38692747.00000","35586033.00000","3106714.00000"
"국립해양박물관","202603","뉴스","3.00000","2.00000","1.00000","1.00000","4.30000","5877.00000","해양 박물관","35.0783256","129.0798565","부산광역시 영도구 해양로301번길 45","부산광역시","영도구","1683815.00000","1579728.00000","6.60000","9117932.00000","8062550.00000","1055382.00000"
"장충체육관","202603","뉴스","6.00000","2.00000","3.00000","-0.30000","4.30000","996.00000","경기장","37.5581","127.0068","서울특별시 중구 동호로 241","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"가락시장","202603","뉴스","2.00000","1.00000",,"1.00000","4.00000","7852.00000","시장","37.4933411","127.1097998","서울특별시 송파구 양재대로 932","서울특별시","송파구","11907262.00000","11296638.00000","5.40000","327524706.00000","287557807.00000","39966899.00000"
"정자역","202603","뉴스","19.00000","15.00000","2.00000","6.50000","4.40000","27.00000","교통 허브","37.366766","127.108265","성남시 정자역","경기도","성남시 분당구","8708962.00000","7474330.00000","16.50000","238385412.00000","223083207.00000","15302205.00000"
"한국민속촌","202603","뉴스","4.00000","2.00000","1.00000","1.00000","4.40000","16090.00000","관광 명소","37.258939","127.1181126","경기도 용인시 기흥구 민속촌로 90","경기도","용인시 기흥구","5872842.00000","5544616.00000","5.90000","132196264.00000","128789930.00000","3406334.00000"
"교보문고 광화문","202603","뉴스","7.00000","7.00000",,"1.00000","4.60000","28763.00000","서점","37.5709413","126.977787","서울 종로구 종로 1 교보생명빌딩 지하1층","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"지산포레스트리조트","202603","뉴스","1.00000",,"1.00000","-1.00000","4.30000","4074.00000","0","37.2172793","127.3448638","경기도 이천시 마장면 지산로 267","경기도","이천시","3561642.00000","3137071.00000","13.50000","80176637.00000","79614678.00000","561959.00000"
"죽녹원","202603","뉴스","30.00000","30.00000",,"1.00000","4.40000","11225.00000","휴양림","35.3266303","126.9853868","전라남도 담양군 담양읍 죽녹원로 119 죽녹원","전라남도","담양군","1294136.00000","1342397.00000","-3.60000","14147794.00000","14109233.00000","38561.00000"
"주상절리대","202603","뉴스","1.00000",,,,"4.40000","11513.00000","관광 명소","33.2377549","126.4250671","제주특별자치도 서귀포시 중문동 2766-1","제주특별자치도","서귀포시","3572457.00000","3200932.00000","11.60000","88373987.00000","74731035.00000","13642952.00000"
"국립경주박물관","202603","뉴스","5.00000","4.00000",,"1.00000","4.60000","13062.00000","국립박물관","35.8293965","129.2279056","경상북도 경주시 인왕동 76","경상북도","경주시","4040771.00000","3896246.00000","3.70000","83221991.00000","80971767.00000","2250224.00000"
"강릉국제영화제","202603","뉴스","6.00000",,"3.00000","-1.00000","4.40000","129.00000","영화관","37.7563022","128.8990843","강원특별자치도 강릉시 옥천동 173","강원특별자치도","강릉시","2566970.00000","2561433.00000","0.20000","59199905.00000","58402010.00000","797895.00000"
"진주성","202603","뉴스","5.00000","1.00000","1.00000",,"4.50000","4115.00000","역사적 명소","35.1890244","128.078001","경상남도 진주시 남강로 626","경상남도","진주시","2192638.00000","2139196.00000","2.50000","31300996.00000","30811845.00000","489151.00000"
"국립고궁박물관","202603","뉴스","3.00000",,,,"4.60000","7225.00000","국립박물관","37.5766084","126.974951","서울특별시 종로구 효자로 12","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
