TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE
"해운대해수욕장","202603","기타","3.00000","2.00000","1.00000","1.00000","4.60000","2666.00000","해변","35.1719465","129.1741038","부산광역시 해운대구 좌동 998-11","부산광역시","해운대구","5866066.00000","5662184.00000","3.60000","213290962.00000","189829089.00000","23461873.00000"
"광화문","202603","기타","5.00000","5.00000",,"1.00000","4.50000","13963.00000","역사적 명소","37.572389","126.9769117","서울특별시 종로구 세종대로 172","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"경복궁","202603","기타","2.00000","1.00000","1.00000",,"4.60000","46103.00000","문화적 랜드마크","37.579617","126.977041","서울특별시 종로구 사직로 161","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"청계천","202603","기타","1.00000",,"1.00000","-1.00000","4.50000","10516.00000","공원","37.5691015","126.9786692","서울특별시 중구 무교동 80-1","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"서울아트시네마","202603","기타","1.00000","1.00000",,"1.00000","4.60000","62.00000","영화관","37.568038","126.9695876","서울특별시 중구 정동길 3","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"올림픽공원","202603","기타","1.00000",,,,"4.60000","2992.00000","시티 공원","37.5206868","127.1214941","서울특별시 송파구 방이동 88-3","서울특별시","송파구","11907262.00000","11296638.00000","5.40000","327524706.00000","287557807.00000","39966899.00000"
"코엑스몰","202603","기타","1.00000","1.00000",,"1.00000","4.30000","24516.00000","쇼핑몰","37.5113686","127.0595931","서울특별시 영동대로 513","서울특별시","강남구","20391298.00000","19186622.00000","6.30000","761281418.00000","516273492.00000","245007926.00000"
"이태원","202603","기타","1.00000","1.00000",,"1.00000","4.30000","302.00000","관광 명소","37.5385051","126.9925224","서울특별시 용산구 이태원동 213-4","서울특별시","용산구","10501456.00000","9982640.00000","5.20000","197037746.00000","162333055.00000","34704691.00000"
"합천영상테마파크","202603","기타","1.00000",,"1.00000","-1.00000","4.10000","4028.00000","테마파크","35.5492109","128.07312","경상남도 합천군 용주면 합천호수로 757","경상남도","합천군","487826.00000","486017.00000","0.40000","4069996.00000","4055652.00000","14344.00000"
"예술의전당","202603","기타","1.00000","1.00000",,"1.00000","4.60000","12082.00000","아트 센터","37.4792903","127.0128613","서울특별시 서초구 남부순환로 2406","서울특별시","서초구","17253660.00000","15777590.00000","9.40000","506187388.00000","444313195.00000","61874193.00000"
"롯데월드","202603","기타","2.00000",,"2.00000","-1.00000","4.30000","48265.00000","테마파크","37.5111158","127.098167","서울특별시 송파구 송파대로 521","서울특별시","송파구","11907262.00000","11296638.00000","5.40000","327524706.00000","287557807.00000","39966899.00000"
"덕수궁","202603","기타","1.00000","1.00000",,"1.00000","4.60000","20140.00000","문화적 랜드마크","37.5658049","126.9751461","서울특별시 중구 세종대로 99","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"낙산사","202603","기타","1.00000","1.00000",,"1.00000","4.50000","10565.00000","불교사찰","38.1246156","128.6280451","강원특별자치도 양양군 강현면 전진리 55","강원특별자치도","양양군","948220.00000","974491.00000","-2.70000","18267405.00000","18160132.00000","107273.00000"
"신촌","202603","기타","2.00000","2.00000",,"1.00000","4.70000","1641.00000","대학교","37.5650797","126.9399549","서울특별시 서대문구 연세로 50-1","서울특별시","서대문구","9267108.00000","8327028.00000","11.30000","90077981.00000","78865725.00000","11212256.00000"
"광주극장","202603","기타","1.00000","1.00000",,"1.00000","4.40000","318.00000","영화관","35.1497968","126.9124823","광주광역시 동구 충장로4가 64","광주광역시","동구","3391731.00000","3076090.00000","10.30000","35987861.00000","35461148.00000","526713.00000"
"서울대학교","202603","기타","4.00000","3.00000",,"1.00000","4.40000","2006.00000","공립대학교","37.4648267","126.9571988","서울특별시 관악구 관악로","서울특별시","관악구","6865366.00000","6193810.00000","10.80000","74089104.00000","72314424.00000","1774680.00000"
"이화여자대학교","202603","기타","5.00000","2.00000","3.00000","-0.30000","4.60000","1444.00000","여자대학","37.5618588","126.9468339","서울특별시 서대문구 대현동 산11-1","서울특별시","서대문구","9267108.00000","8327028.00000","11.30000","90077981.00000","78865725.00000","11212256.00000"
"남한산성","202603","기타","2.00000","1.00000",,"1.00000","4.40000","1806.00000","문화 유산 보존","37.4789","127.18","경기도 광주시 남한산성면 남한산성로 784-29","경기도","광주시","4276958.00000","4129514.00000","3.60000","68294148.00000","67941906.00000","352242.00000"
"부산 국제시장","202603","기타","6.00000","5.00000",,"1.00000","4.10000","12861.00000","시장","35.1731121","129.0714122","부산광역시 양정역","부산광역시","부산진구","6622592.00000","6375526.00000","3.90000","114819077.00000","88509410.00000","26309667.00000"
"동대문","202603","기타","1.00000","1.00000",,"1.00000","4.40000","7794.00000","역사적 명소","37.5819561","127.054846","서울특별시 동대문구 전농동 141-189","서울특별시","동대문구","6191392.00000","5796889.00000","6.80000","91153219.00000","86995001.00000","4158218.00000"
"삼청동길","202603","기타","1.00000",,,,"4.30000","2152.00000","관광 명소","37.5837936","126.9819183","서울특별시 종로구 삼청동 63-40","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"덕수궁","202603","네이버카페","12.00000","8.00000","4.00000","1.00000","4.60000","20140.00000","문화적 랜드마크","37.5658049","126.9751461","서울특별시 중구 세종대로 99","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"창덕궁","202603","네이버카페","37.00000","17.00000","12.00000","0.40000","4.60000","13615.00000","문화적 랜드마크","37.5794309","126.9910426","서울특별시 종로구 율곡로 99","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"순천드라마촬영장","202603","네이버카페","2.00000","2.00000",,"1.00000","4.10000","4062.00000","촬영 지역","34.9570009","127.5376003","순천시 조례동 22번지 1층 드라마촬영장음식경연대회행사장 순천시 전라남도 KR","전라남도","순천시","2521712.00000","2371138.00000","6.40000","40092761.00000","39845848.00000","246913.00000"
"창경궁","202603","네이버카페","13.00000","9.00000","4.00000","1.20000","4.70000","4660.00000","문화적 랜드마크","37.5787512","126.9948775","서울특별시 종로구 와룡동 2-1","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"63빌딩","202603","네이버카페","2.00000",,"2.00000","-1.00000","4.20000","9571.00000","문화적 랜드마크","37.5198332","126.9400724","서울특별시 영등포구 63로 50","서울특별시","영등포구","10886124.00000","10180622.00000","6.90000","283861222.00000","255649939.00000","28211283.00000"
"숭례문","202603","네이버카페","3.00000","2.00000",,"1.00000","4.60000","940.00000","역사적 명소","37.559984","126.9753071","서울특별시 중구 남대문로4가 29","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"더현대서울","202603","네이버카페","12.00000","1.00000","2.00000","-0.50000","4.40000","10527.00000","백화점","37.5260497","126.928296","서울특별시 영등포구 여의대로 108","서울특별시","영등포구","10886124.00000","10180622.00000","6.90000","283861222.00000","255649939.00000","28211283.00000"
"대화역","202603","네이버카페","1.00000","1.00000",,"1.00000","4.20000","9.00000","교통 허브","37.6758831","126.7477558","고양시 대화역","경기도","고양시 일산서구","3770742.00000","3557673.00000","6.00000","69619664.00000","68711786.00000","907878.00000"
"시립미술관","202603","네이버카페","8.00000","6.00000","1.00000","5.00000","4.60000","2068.00000","미술관","35.1667329","129.1370714","부산광역시 해운대구 APEC로 58","부산광역시","해운대구","5866066.00000","5662184.00000","3.60000","213290962.00000","189829089.00000","23461873.00000"
"교보문고 광화문","202603","네이버카페","8.00000","8.00000",,"1.00000","4.60000","28763.00000","서점","37.5709413","126.977787","서울 종로구 종로 1 교보생명빌딩 지하1층","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"죽녹원","202603","네이버카페","78.00000",,"78.00000","-1.00000","4.40000","11225.00000","휴양림","35.3266303","126.9853868","전라남도 담양군 담양읍 죽녹원로 119 죽녹원","전라남도","담양군","1294136.00000","1342397.00000","-3.60000","14147794.00000","14109233.00000","38561.00000"
"대한민국역사박물관","202603","네이버카페","1.00000","1.00000",,"1.00000","4.50000","3824.00000","역사 박물관","37.5739432","126.9779299","서울특별시 종로구 세종대로 198","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"신촌","202603","네이버카페","41.00000","21.00000","12.00000","0.80000","4.70000","1641.00000","대학교","37.5650797","126.9399549","서울특별시 서대문구 연세로 50-1","서울특별시","서대문구","9267108.00000","8327028.00000","11.30000","90077981.00000","78865725.00000","11212256.00000"
"주상절리대","202603","네이버카페","1.00000",,,,"4.40000","11513.00000","관광 명소","33.2377549","126.4250671","제주특별자치도 서귀포시 중문동 2766-1","제주특별자치도","서귀포시","3572457.00000","3200932.00000","11.60000","88373987.00000","74731035.00000","13642952.00000"
"신포국제시장","202603","네이버카페","21.00000","13.00000","7.00000","0.90000","4.10000","9753.00000","시장","37.4713875","126.6272078","인천광역시 중구 신포동 6-7","인천광역시","중구","8747074.00000","8447425.00000","3.50000","275820263.00000","200508461.00000","75311802.00000"
"광화문","202603","네이버카페","204.00000","77.00000","92.00000","-0.20000","4.50000","13963.00000","역사적 명소","37.572389","126.9769117","서울특별시 종로구 세종대로 172","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"지산포레스트리조트","202603","네이버카페","1.00000",,"1.00000","-1.00000","4.30000","4074.00000","0","37.2172793","127.3448638","경기도 이천시 마장면 지산로 267","경기도","이천시","3561642.00000","3137071.00000","13.50000","80176637.00000","79614678.00000","561959.00000"
"송도 센트럴파크","202603","네이버카페","11.00000","9.00000","2.00000","3.50000","4.50000","6067.00000","시티 공원","37.3922621","126.6396891","인천광역시 연수구 송도동 24-5","인천광역시","연수구","4741656.00000","4575193.00000","3.60000","102774174.00000","95479506.00000","7294668.00000"
"덕진공원","202603","네이버카페","2.00000",,,,"4.20000","4083.00000","공원","35.8475732","127.121895","전북특별자치도 전주시 덕진구 덕진동1가 권삼득로 390 덕진공원","전북특별자치도","전주시 덕진구","4021216.00000","3804356.00000","5.70000","48340575.00000","47649212.00000","691363.00000"
"땅끝마을","202603","네이버카페","3.00000","3.00000",,"1.00000","4.20000","95.00000","관광 명소","34.300253","126.526986","전라남도 해남군 송지면 송호리 550번지 땅끝황토테마촌","전라남도","해남군","755111.00000","763206.00000","-1.10000","8461029.00000","8436784.00000","24245.00000"
"성신여대입구","202603","네이버카페","55.00000","13.00000","41.00000","-0.70000","4.00000","350.00000","시장","37.592709","127.016539","서울특별시 성신여대입구역","서울특별시","성북구","6592750.00000","5623583.00000","17.20000","67447294.00000","64861394.00000","2585900.00000"
"태종대유원지","202603","네이버카페","3.00000",,,,"4.40000","4751.00000","공원","35.05307","129.0872","부산광역시 영도구 전망로 24 태종대유원지","부산광역시","영도구","1683815.00000","1579728.00000","6.60000","9117932.00000","8062550.00000","1055382.00000"
"등촌","202603","네이버카페","2.00000","1.00000","1.00000",,"4.10000","1756.00000","재래시장","37.5575223","126.8559611","서울특별시 강서구 등촌동 639-27","서울특별시","강서구","8934216.00000","7629496.00000","17.10000","423405075.00000","411439531.00000","11965544.00000"
"세브란스병원","202603","네이버카페","1.00000",,"1.00000","-1.00000","3.70000","470.00000","대학병원","37.5623371","126.9408692","서울특별시 서대문구 신촌동 연세로 50-1","서울특별시","서대문구","9267108.00000","8327028.00000","11.30000","90077981.00000","78865725.00000","11212256.00000"
"탑골공원","202603","네이버카페","1.00000",,,,"3.80000","3317.00000","공원","37.5711455","126.9883295","서울특별시 종로구 종로 99","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"동대문","202603","네이버카페","69.00000","35.00000","15.00000","1.30000","4.40000","7794.00000","역사적 명소","37.5819561","127.054846","서울특별시 동대문구 전농동 141-189","서울특별시","동대문구","6191392.00000","5796889.00000","6.80000","91153219.00000","86995001.00000","4158218.00000"
"광안대교","202603","네이버카페","5.00000","1.00000","1.00000",,"4.60000","925.00000","다리","35.147551","129.1302088","부산광역시 부산진구 새싹로 174","부산광역시","수영구","3459785.00000","3148170.00000","9.90000","38692747.00000","35586033.00000","3106714.00000"
"세빛둥둥섬","202603","네이버카페","12.00000","12.00000",,"1.00000","4.20000","184.00000","섬","37.35957","127.10539","서울시 서초구 올림픽대로","서울특별시","서초구","17253660.00000","15777590.00000","9.40000","506187388.00000","444313195.00000","61874193.00000"
"송리단길","202603","네이버카페","1.00000",,"1.00000","-1.00000","4.10000","122.00000","관광 명소","37.50925","127.1105712","서울특별시 송파구 백제고분로45길 5","서울특별시","송파구","11907262.00000","11296638.00000","5.40000","327524706.00000","287557807.00000","39966899.00000"
"세종문화회관","202603","네이버카페","77.00000","25.00000","9.00000","1.80000","4.40000","7408.00000","문화센터","37.5725254","126.9756429","서울특별시 종로구 세종대로 175 세종문화회관","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"광안리해수욕장","202603","네이버카페","62.00000","13.00000","26.00000","-0.50000","4.70000","1551.00000","해변","35.1531","129.1186","부산 수영구 광안해변로 219","부산광역시","수영구","3459785.00000","3148170.00000","9.90000","38692747.00000","35586033.00000","3106714.00000"
"속초중앙시장","202603","네이버카페","1.00000","1.00000",,"1.00000","4.00000","26359.00000","시장","38.2044929","128.5902135","강원특별자치도 속초시 중앙동 471-4","강원특별자치도","속초시","1623601.00000","1672052.00000","-2.90000","38369508.00000","37797102.00000","572406.00000"
"속초해변","202603","네이버카페","2.00000","1.00000","1.00000",,"4.30000","7602.00000","해변","38.1905823","128.603541","강원특별자치도 속초시 조양동 해오름로 186","강원특별자치도","속초시","1623601.00000","1672052.00000","-2.90000","38369508.00000","37797102.00000","572406.00000"
"독립기념관","202603","네이버카페","1.00000","1.00000",,"1.00000","4.60000","9650.00000","역사 박물관","36.7812042","127.2264822","충청남도 천안시 동남구 목천읍 독립기념관로 1 독립기념관","충청남도","천안시 동남구","4732413.00000","4550326.00000","4.00000","78001388.00000","77174055.00000","827333.00000"
"광장시장","202603","네이버카페","4.00000",,"1.00000","-1.00000","4.20000","43803.00000","재래시장","37.5700398","126.9996036","서울특별시 예지동 2-1번지 1층 종로구 서울특별시 KR","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"청계천","202603","네이버카페","20.00000","12.00000","1.00000","11.00000","4.50000","10516.00000","공원","37.5691015","126.9786692","서울특별시 중구 무교동 80-1","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"국립고궁박물관","202603","네이버카페","8.00000","6.00000",,"1.00000","4.60000","7225.00000","국립박물관","37.5766084","126.974951","서울특별시 종로구 효자로 12","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"첨성대","202603","네이버카페","2.00000","2.00000",,"1.00000","4.50000","20299.00000","역사적 장소","35.8346828","129.2190631","경상북도 경주시 인왕동 839-1","경상북도","경주시","4040771.00000","3896246.00000","3.70000","83221991.00000","80971767.00000","2250224.00000"
"광주극장","202603","네이버카페","2.00000",,,,"4.40000","318.00000","영화관","35.1497968","126.9124823","광주광역시 동구 충장로4가 64","광주광역시","동구","3391731.00000","3076090.00000","10.30000","35987861.00000","35461148.00000","526713.00000"
"동궁과 월지","202603","네이버카페","2.00000","2.00000",,"1.00000","4.50000","20334.00000","역사적 명소","35.8348173","129.2265645","경상북도 경주시 인왕동 517","경상북도","경주시","4040771.00000","3896246.00000","3.70000","83221991.00000","80971767.00000","2250224.00000"
"대전컨벤션센터","202603","네이버카페","1.00000","1.00000",,"1.00000","4.00000","2210.00000","컨벤션센터","36.375216","127.391775","대전광역시 유성구 엑스포로 107","대전광역시","유성구","6333688.00000","5664480.00000","11.80000","167316974.00000","164968381.00000","2348593.00000"
"국립국악원","202603","네이버카페","15.00000",,"6.00000","-1.00000","4.50000","1005.00000","아트 센트","37.477","127.0086","서울특별시 서초구 남부순환로 2364","서울특별시","서초구","17253660.00000","15777590.00000","9.40000","506187388.00000","444313195.00000","61874193.00000"
"조계사","202603","네이버카페","3.00000","3.00000",,"1.00000","4.50000","7889.00000","불교사찰","37.5738369","126.982202","서울특별시 종로구 종로1.2.3.4가동 27-7","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"예술의전당","202603","네이버카페","235.00000","93.00000","78.00000","0.20000","4.60000","12082.00000","아트 센터","37.4792903","127.0128613","서울특별시 서초구 남부순환로 2406","서울특별시","서초구","17253660.00000","15777590.00000","9.40000","506187388.00000","444313195.00000","61874193.00000"
"인천항","202603","네이버카페","6.00000",,,,"4.20000","45.00000","항구","37.4594575","126.6256454","인천광역시 중구 항동7가 1-58","인천광역시","중구","8747074.00000","8447425.00000","3.50000","275820263.00000","200508461.00000","75311802.00000"
"국회도서관","202603","네이버카페","325.00000","196.00000","124.00000","0.60000","4.50000","273.00000","국립 도서관","37.5311396","126.9170175","서울특별시 영등포구 여의동 1","서울특별시","영등포구","10886124.00000","10180622.00000","6.90000","283861222.00000","255649939.00000","28211283.00000"
"남산골 한옥마을","202603","네이버카페","2.00000",,,,"4.40000","10225.00000","관광 명소","37.559315","126.994477","서울특별시 중구 퇴계로34길 28","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"오설록 티 뮤지엄","202603","네이버카페","3.00000","3.00000",,"1.00000","4.10000","23725.00000","박물관","33.3059438","126.289437","제주특별자치도 서귀포시 안덕면 신화역사로 15","제주특별자치도","서귀포시","3572457.00000","3200932.00000","11.60000","88373987.00000","74731035.00000","13642952.00000"
"인천대교","202603","네이버카페","1.00000","1.00000",,"1.00000","4.50000","407.00000","다리","37.4136893","126.5665206","인천 중구 운남동","인천광역시","연수구","4741656.00000","4575193.00000","3.60000","102774174.00000","95479506.00000","7294668.00000"
"오이도","202603","네이버카페","1.00000","1.00000",,"1.00000","4.00000","8084.00000","관광명소","37.3456","126.6874","경기도 시흥시 정왕동 2003-16","경기도","시흥시","5039482.00000","4810799.00000","4.80000","111629552.00000","110604956.00000","1024596.00000"
"국회의사당","202603","네이버카페","16.00000","12.00000","4.00000","2.00000","4.10000","416.00000","관공서","37.5318046","126.9141547","서울특별시 영등포구 여의동 1","서울특별시","영등포구","10886124.00000","10180622.00000","6.90000","283861222.00000","255649939.00000","28211283.00000"
"남산","202603","네이버카페","52.00000","10.00000","27.00000","-0.60000","4.70000","701.00000","산봉우리","37.5537586","126.9809696","서울특별시 중구 회현동1가 100-166","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"올림픽공원","202603","네이버카페","2.00000","2.00000",,"1.00000","4.60000","2992.00000","시티 공원","37.5206868","127.1214941","서울특별시 송파구 방이동 88-3","서울특별시","송파구","11907262.00000","11296638.00000","5.40000","327524706.00000","287557807.00000","39966899.00000"
"일산호수공원","202603","네이버카페","1.00000",,"1.00000","-1.00000","4.60000","6139.00000","공원","37.6567441","126.7662508","경기도 고양시 일산동구 호수로 595 일산호수공원","경기도","고양시 일산동구","4818660.00000","4826650.00000","-0.20000","97161489.00000","95521010.00000","1640479.00000"
"인천국제공항","202603","네이버카페","116.00000","26.00000","70.00000","-0.60000","4.50000","32642.00000","국제공항","37.458666","126.4419679","인천광역시 중구 공항로 272 인천국제공항 (ICN)","인천광역시","중구","8747074.00000","8447425.00000","3.50000","275820263.00000","200508461.00000","75311802.00000"
"군산근대역사박물관","202603","네이버카페","1.00000",,,,"4.10000","5431.00000","지역사 박물관","35.9906994","126.7119653","전북특별자치도 군산시 장미동 1-67","전북특별자치도","군산시","2353410.00000","2281318.00000","3.20000","56981358.00000","55678972.00000","1302386.00000"
"용인 에버랜드","202603","네이버카페","34.00000","20.00000","9.00000","1.20000","4.50000","63785.00000","놀이공원","37.2939104","127.2025664","경기도 용인시 처인구 포곡읍 에버랜드로 199","경기도","용인시 처인구","5299570.00000","4420258.00000","19.90000","113239020.00000","112090397.00000","1148623.00000"
"낙산사","202603","네이버카페","5.00000","2.00000",,"1.00000","4.50000","10565.00000","불교사찰","38.1246156","128.6280451","강원특별자치도 양양군 강현면 전진리 55","강원특별자치도","양양군","948220.00000","974491.00000","-2.70000","18267405.00000","18160132.00000","107273.00000"
"익선동","202603","네이버카페","1.00000",,,,"4.30000","8218.00000","명소","37.5743484","126.9897057","서울특별시 종로구 익선동 93","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"우도","202603","네이버카페","3.00000","2.00000","1.00000","1.00000","4.50000","435.00000","섬","33.5042977","126.954048","제주특별자치도 제주시 우도면 연평리 1431-2","제주특별자치도","제주시","5021068.00000","4567598.00000","9.90000","172754900.00000","144494112.00000","28260788.00000"
"김포공항","202603","네이버카페","15.00000","5.00000","2.00000","1.50000","4.40000","11552.00000","국제공항","37.5655383","126.8013282","서울특별시 강서구 하늘길 112 김포국제공항 (GMP)","서울특별시","강서구","8934216.00000","7629496.00000","17.10000","423405075.00000","411439531.00000","11965544.00000"
"낙산공원","202603","네이버카페","2.00000","2.00000",,"1.00000","4.60000","6012.00000","공원","37.5806571","127.0074835","서울특별시 종로구 낙산길 41 낙산공원","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"이화여자대학교","202603","네이버카페","64.00000","31.00000","14.00000","1.20000","4.60000","1444.00000","여자대학","37.5618588","126.9468339","서울특별시 서대문구 대현동 산11-1","서울특별시","서대문구","9267108.00000","8327028.00000","11.30000","90077981.00000","78865725.00000","11212256.00000"
"부산 국제시장","202603","네이버카페","62.00000","49.00000","11.00000","3.50000","4.10000","12861.00000","시장","35.1731121","129.0714122","부산광역시 양정역","부산광역시","부산진구","6622592.00000","6375526.00000","3.90000","114819077.00000","88509410.00000","26309667.00000"
"김해공항","202603","네이버카페","6.00000","3.00000",,"1.00000","4.10000","5003.00000","국제 공항","37.5655","126.8013","서울특별시 강서구 하늘길 112","서울특별시","강서구","8934216.00000","7629496.00000","17.10000","423405075.00000","411439531.00000","11965544.00000"
"남대문시장","202603","네이버카페","2.00000",,"2.00000","-1.00000","4.20000","28041.00000","시장","37.5591786","126.9776692","서울특별시 남창동 46-10번지 윙스 1층 66호 중구 서울특별시 KR","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"국립해양박물관","202603","네이버카페","4.00000",,"4.00000","-1.00000","4.30000","5877.00000","해양 박물관","35.0783256","129.0798565","부산광역시 영도구 해양로301번길 45","부산광역시","영도구","1683815.00000","1579728.00000","6.60000","9117932.00000","8062550.00000","1055382.00000"
"자갈치시장","202603","네이버카페","4.00000","1.00000","3.00000","-0.70000","4.00000","26752.00000","수산 시장","35.0966394","129.0305933","부산광역시 중구 남포동5가 105-1","부산광역시","중구","3425422.00000","3258675.00000","5.10000","47102855.00000","35129429.00000","11973426.00000"
"영종도","202603","네이버카페","18.00000","12.00000","5.00000","1.40000","4.30000","85.00000","섬","37.5001","126.5358","인천 중구 운남동 671-3","인천광역시","중구","8747074.00000","8447425.00000","3.50000","275820263.00000","200508461.00000","75311802.00000"
"국립과천과학관","202603","네이버카페","8.00000","3.00000","1.00000","2.00000","4.50000","9098.00000","과학박물관","37.4381228","127.0057768","경기도 과천시 과천동 상하벌로 110","경기도","과천시","2005983.00000","1725213.00000","16.30000","19956887.00000","19017125.00000","939762.00000"
"아차산","202603","네이버카페","3.00000","3.00000",,"1.00000","4.40000","357.00000","산봉우리","37.5715087","127.1037627","서울특별시 H39X+GR","경기도","구리시","4249746.00000","3928088.00000","8.20000","59132333.00000","58755993.00000","376340.00000"
"파라다이스호텔부산","202603","네이버카페","2.00000",,,,"4.50000","6819.00000","5성급 호텔","35.1731121","129.0714122","부산광역시 양정역","부산광역시","부산진구","6622592.00000","6375526.00000","3.90000","114819077.00000","88509410.00000","26309667.00000"
"아쿠아플라넷 제주","202603","네이버카페","4.00000","2.00000","2.00000",,"4.40000","14003.00000","수족관","33.4327833","126.9278223","제주특별자치도 서귀포시 성산읍 섭지코지로 95","제주특별자치도","서귀포시","3572457.00000","3200932.00000","11.60000","88373987.00000","74731035.00000","13642952.00000"
"제주공항","202603","네이버카페","3.00000","1.00000","1.00000",,"4.40000","19786.00000","국제 공항","33.5071","126.4934","제주특별자치도 제주시 특별자치도 공항로 2","제주특별자치도","제주시","5021068.00000","4567598.00000","9.90000","172754900.00000","144494112.00000","28260788.00000"
"국립대구과학관","202603","네이버카페","1.00000","1.00000",,"1.00000","4.40000","2895.00000","과학박물관","35.6866333","128.4653167","대구광역시 달성군 유가읍 상리 931","대구광역시","달성군","2797330.00000","2645195.00000","5.80000","33509770.00000","33275264.00000","234506.00000"
"압구정동","202603","네이버카페","118.00000","33.00000","76.00000","-0.60000","4.30000","280.00000","관광 명소","37.5271478","127.0334517","서울특별시 강남구 신사동 언주로 861","서울특별시","강남구","20391298.00000","19186622.00000","6.30000","761281418.00000","516273492.00000","245007926.00000"
"국립민속박물관","202603","네이버카페","5.00000","3.00000",,"1.00000","4.60000","3699.00000","국립박물관","37.5816456","126.9789948","서울특별시 종로구 팔판동 139-1","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"정자역","202603","네이버카페","18.00000","4.00000","11.00000","-0.60000","4.40000","27.00000","교통 허브","37.366766","127.108265","성남시 정자역","경기도","성남시 분당구","8708962.00000","7474330.00000","16.50000","238385412.00000","223083207.00000","15302205.00000"
"정방폭포","202603","네이버카페","1.00000",,,,"4.50000","12255.00000","명승지","33.2448521","126.5718032","제주특별자치도 서귀포시 칠십리로214번길 37","제주특별자치도","서귀포시","3572457.00000","3200932.00000","11.60000","88373987.00000","74731035.00000","13642952.00000"
"논현","202603","네이버카페","33.00000","10.00000","3.00000","2.30000","3.70000","41.00000","수입업체","37.5136787","127.0317124","서울특별시 강남구 논현동 207-3","서울특별시","강남구","20391298.00000","19186622.00000","6.30000","761281418.00000","516273492.00000","245007926.00000"
"전주객사","202603","네이버카페","1.00000","1.00000",,"1.00000","4.10000","517.00000","역사적 명소","35.8205778","127.1447918","전북특별자치도 전주시 완산구 고사동 207","전북특별자치도","전주시 완산구","3815490.00000","3766560.00000","1.30000","55366171.00000","53976746.00000","1389425.00000"
"국립부여박물관","202603","네이버카페","1.00000",,,,"4.50000","3678.00000","국립박물관","36.2763865","126.9189991","충청남도 부여군 부여읍 금성로 5","충청남도","부여군","861791.00000","832755.00000","3.50000","16622640.00000","16549602.00000","73038.00000"
"남해독일마을","202603","네이버카페","1.00000",,,,"4.00000","5457.00000","관광 명소","34.8333771","127.899794","경상남도 남해군 남해읍 남변리 643-18","경상남도","남해군","661370.00000","662235.00000","-0.10000","7070801.00000","7006296.00000","64505.00000"
