DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,FSTVL_PROGRM_NM,FSTVL_PROGRM_DC,REGIST_DE,CORE_KWRD_CN,SEXDSTN_CD,INTRST_REALM_NM,PGE_VIEWS_CO,VISIT_CO,OPN_DE
20231200001,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",F,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,169,106,20231230
20231200002,세계 3대 마임축제 중 하나 '춘천마임축제',"춘천마임축제는 프랑스의 미모스 축제, 런던의 마임축제와 어깨를 나란히 하는 세계 3대 마임축제의 하나이다. 한 해에 12만명의 관람객이 다녀가고, 10여 개국의 마임 단체들이 참가하며, 공지천, 미군기지터, 극장 등 춘천 시내 곳곳에서 열리는 춘천의 대표 축제이다. 춘천마임축제는 예술 영역에 머물렀던 마임을 대중적인 마임으로 전환하기 위한 노력을 기울이고 있다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/200/30254/17169/c/150_2019-춘천마임축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/240,강원특별자치도,춘천시,강원도 춘천시 효자동 531,걷다 보는 마임,춘천의 산책로를 무대로 만든다. 걷다가 공연보다가 다시 걷다가 드라이브스루 대신 워킹스루 형식으로 마임을 즐긴다.,20230101,"춘천, 마임, 축제, 미모스, 신체극, 광대극",F,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,165,55,20231230
20231200003,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",F,미디어 & 엔터테인먼트/TV 대중 시청자,145,98,20231230
20231200004,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",F,미디어 & 엔터테인먼트/영화 애호가,143,96,20231230
20231200005,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",F,미디어 & 엔터테인먼트/음악 애호가/월드 뮤직 팬,142,99,20231230
20231200006,세계 3대 마임축제 중 하나 '춘천마임축제',"춘천마임축제는 프랑스의 미모스 축제, 런던의 마임축제와 어깨를 나란히 하는 세계 3대 마임축제의 하나이다. 한 해에 12만명의 관람객이 다녀가고, 10여 개국의 마임 단체들이 참가하며, 공지천, 미군기지터, 극장 등 춘천 시내 곳곳에서 열리는 춘천의 대표 축제이다. 춘천마임축제는 예술 영역에 머물렀던 마임을 대중적인 마임으로 전환하기 위한 노력을 기울이고 있다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/200/30254/17169/c/150_2019-춘천마임축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/240,강원특별자치도,춘천시,강원도 춘천시 효자동 531,걷다 보는 마임,춘천의 산책로를 무대로 만든다. 걷다가 공연보다가 다시 걷다가 드라이브스루 대신 워킹스루 형식으로 마임을 즐긴다.,20230101,"춘천, 마임, 축제, 미모스, 신체극, 광대극",F,미디어 & 엔터테인먼트/TV 대중 시청자,127,42,20231230
20231200007,세계 3대 마임축제 중 하나 '춘천마임축제',"춘천마임축제는 프랑스의 미모스 축제, 런던의 마임축제와 어깨를 나란히 하는 세계 3대 마임축제의 하나이다. 한 해에 12만명의 관람객이 다녀가고, 10여 개국의 마임 단체들이 참가하며, 공지천, 미군기지터, 극장 등 춘천 시내 곳곳에서 열리는 춘천의 대표 축제이다. 춘천마임축제는 예술 영역에 머물렀던 마임을 대중적인 마임으로 전환하기 위한 노력을 기울이고 있다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/200/30254/17169/c/150_2019-춘천마임축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/240,강원특별자치도,춘천시,강원도 춘천시 효자동 531,걷다 보는 마임,춘천의 산책로를 무대로 만든다. 걷다가 공연보다가 다시 걷다가 드라이브스루 대신 워킹스루 형식으로 마임을 즐긴다.,20230101,"춘천, 마임, 축제, 미모스, 신체극, 광대극",F,미디어 & 엔터테인먼트/영화 애호가,126,42,20231230
20231200008,국내외 유명 밴드를 만날 수 있는 '인천펜타포트음악축제',"인천펜타포드음악축제는 ‘락 페스티벌, 펜타 유스 스타, 펜타 라이브 스테이지, 펜타포트 라이브 뮤직파티’로 구성되어 있다. 락 페스티벌의 모든 공연은 스탠딩으로 진행되며 한국의 원년 록 그룹과 인디밴드, 아이돌 그룹 등이 참가한다. 3일간 60여개의 팀이 무대에 오르며, 연간 10만명에 가까운 관객들이 찾아온다. 영국 ‘타임아웃’이 4년 연속 ‘꼭 가봐야 할 세계 페스티벌50’에 선정하였다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/55/30109/16036/c/009_2019-인천펜타포트음악축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/218,인천광역시,연수구,인천광역시 연수구 송도동 1,라이브 클럽 파티,전야제 성격을 띤 연계 프로그램으로 다가오는 락 페스티벌을 맞아 인천을 대표하는 여러 클럽에서 열리는 밴드 라이브 공연 파티이다.,20230101,"인천, 펜타포트, 축제, 송도, 달빛축제공원, 펜타유스스타",F,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,126,31,20231230
20231200009,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",F,미디어 & 엔터테인먼트/음악 애호가/팝 음악 팬,123,82,20231230
20231200010,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",F,미디어 & 엔터테인먼트/TV 애호가,106,77,20231230
20231200011,세계 3대 마임축제 중 하나 '춘천마임축제',"춘천마임축제는 프랑스의 미모스 축제, 런던의 마임축제와 어깨를 나란히 하는 세계 3대 마임축제의 하나이다. 한 해에 12만명의 관람객이 다녀가고, 10여 개국의 마임 단체들이 참가하며, 공지천, 미군기지터, 극장 등 춘천 시내 곳곳에서 열리는 춘천의 대표 축제이다. 춘천마임축제는 예술 영역에 머물렀던 마임을 대중적인 마임으로 전환하기 위한 노력을 기울이고 있다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/200/30254/17169/c/150_2019-춘천마임축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/240,강원특별자치도,춘천시,강원도 춘천시 효자동 531,걷다 보는 마임,춘천의 산책로를 무대로 만든다. 걷다가 공연보다가 다시 걷다가 드라이브스루 대신 워킹스루 형식으로 마임을 즐긴다.,20230101,"춘천, 마임, 축제, 미모스, 신체극, 광대극",F,미디어 & 엔터테인먼트/TV 애호가,105,34,20231230
20231200012,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",F,여행/여행 매니아,103,59,20231230
20231200013,국내외 유명 밴드를 만날 수 있는 '인천펜타포트음악축제',"인천펜타포드음악축제는 ‘락 페스티벌, 펜타 유스 스타, 펜타 라이브 스테이지, 펜타포트 라이브 뮤직파티’로 구성되어 있다. 락 페스티벌의 모든 공연은 스탠딩으로 진행되며 한국의 원년 록 그룹과 인디밴드, 아이돌 그룹 등이 참가한다. 3일간 60여개의 팀이 무대에 오르며, 연간 10만명에 가까운 관객들이 찾아온다. 영국 ‘타임아웃’이 4년 연속 ‘꼭 가봐야 할 세계 페스티벌50’에 선정하였다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/55/30109/16036/c/009_2019-인천펜타포트음악축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/218,인천광역시,연수구,인천광역시 연수구 송도동 1,라이브 클럽 파티,전야제 성격을 띤 연계 프로그램으로 다가오는 락 페스티벌을 맞아 인천을 대표하는 여러 클럽에서 열리는 밴드 라이브 공연 파티이다.,20230101,"인천, 펜타포트, 축제, 송도, 달빛축제공원, 펜타유스스타",F,미디어 & 엔터테인먼트/영화 애호가,95,19,20231230
20231200014,세계 3대 마임축제 중 하나 '춘천마임축제',"춘천마임축제는 프랑스의 미모스 축제, 런던의 마임축제와 어깨를 나란히 하는 세계 3대 마임축제의 하나이다. 한 해에 12만명의 관람객이 다녀가고, 10여 개국의 마임 단체들이 참가하며, 공지천, 미군기지터, 극장 등 춘천 시내 곳곳에서 열리는 춘천의 대표 축제이다. 춘천마임축제는 예술 영역에 머물렀던 마임을 대중적인 마임으로 전환하기 위한 노력을 기울이고 있다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/200/30254/17169/c/150_2019-춘천마임축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/240,강원특별자치도,춘천시,강원도 춘천시 효자동 531,걷다 보는 마임,춘천의 산책로를 무대로 만든다. 걷다가 공연보다가 다시 걷다가 드라이브스루 대신 워킹스루 형식으로 마임을 즐긴다.,20230101,"춘천, 마임, 축제, 미모스, 신체극, 광대극",F,뉴스 & 정치/열렬한 뉴스 독자/열렬한 정치 뉴스 독자,93,28,20231230
20231200015,세계 3대 마임축제 중 하나 '춘천마임축제',"춘천마임축제는 프랑스의 미모스 축제, 런던의 마임축제와 어깨를 나란히 하는 세계 3대 마임축제의 하나이다. 한 해에 12만명의 관람객이 다녀가고, 10여 개국의 마임 단체들이 참가하며, 공지천, 미군기지터, 극장 등 춘천 시내 곳곳에서 열리는 춘천의 대표 축제이다. 춘천마임축제는 예술 영역에 머물렀던 마임을 대중적인 마임으로 전환하기 위한 노력을 기울이고 있다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/200/30254/17169/c/150_2019-춘천마임축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/240,강원특별자치도,춘천시,강원도 춘천시 효자동 531,걷다 보는 마임,춘천의 산책로를 무대로 만든다. 걷다가 공연보다가 다시 걷다가 드라이브스루 대신 워킹스루 형식으로 마임을 즐긴다.,20230101,"춘천, 마임, 축제, 미모스, 신체극, 광대극",F,미디어 & 엔터테인먼트/음악 애호가/월드 뮤직 팬,92,34,20231230
20231200016,세계 3대 마임축제 중 하나 '춘천마임축제',"춘천마임축제는 프랑스의 미모스 축제, 런던의 마임축제와 어깨를 나란히 하는 세계 3대 마임축제의 하나이다. 한 해에 12만명의 관람객이 다녀가고, 10여 개국의 마임 단체들이 참가하며, 공지천, 미군기지터, 극장 등 춘천 시내 곳곳에서 열리는 춘천의 대표 축제이다. 춘천마임축제는 예술 영역에 머물렀던 마임을 대중적인 마임으로 전환하기 위한 노력을 기울이고 있다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/200/30254/17169/c/150_2019-춘천마임축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/240,강원특별자치도,춘천시,강원도 춘천시 효자동 531,걷다 보는 마임,춘천의 산책로를 무대로 만든다. 걷다가 공연보다가 다시 걷다가 드라이브스루 대신 워킹스루 형식으로 마임을 즐긴다.,20230101,"춘천, 마임, 축제, 미모스, 신체극, 광대극",F,여행/여행 매니아,91,30,20231230
20231200017,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",M,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,90,49,20231230
20231200018,국내외 유명 밴드를 만날 수 있는 '인천펜타포트음악축제',"인천펜타포드음악축제는 ‘락 페스티벌, 펜타 유스 스타, 펜타 라이브 스테이지, 펜타포트 라이브 뮤직파티’로 구성되어 있다. 락 페스티벌의 모든 공연은 스탠딩으로 진행되며 한국의 원년 록 그룹과 인디밴드, 아이돌 그룹 등이 참가한다. 3일간 60여개의 팀이 무대에 오르며, 연간 10만명에 가까운 관객들이 찾아온다. 영국 ‘타임아웃’이 4년 연속 ‘꼭 가봐야 할 세계 페스티벌50’에 선정하였다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/55/30109/16036/c/009_2019-인천펜타포트음악축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/218,인천광역시,연수구,인천광역시 연수구 송도동 1,라이브 클럽 파티,전야제 성격을 띤 연계 프로그램으로 다가오는 락 페스티벌을 맞아 인천을 대표하는 여러 클럽에서 열리는 밴드 라이브 공연 파티이다.,20230101,"인천, 펜타포트, 축제, 송도, 달빛축제공원, 펜타유스스타",F,미디어 & 엔터테인먼트/TV 대중 시청자,86,17,20231230
20231200019,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",F,뉴스 & 정치/열렬한 뉴스 독자/열렬한 정치 뉴스 독자,85,55,20231230
20231200020,국내외 유명 밴드를 만날 수 있는 '인천펜타포트음악축제',"인천펜타포드음악축제는 ‘락 페스티벌, 펜타 유스 스타, 펜타 라이브 스테이지, 펜타포트 라이브 뮤직파티’로 구성되어 있다. 락 페스티벌의 모든 공연은 스탠딩으로 진행되며 한국의 원년 록 그룹과 인디밴드, 아이돌 그룹 등이 참가한다. 3일간 60여개의 팀이 무대에 오르며, 연간 10만명에 가까운 관객들이 찾아온다. 영국 ‘타임아웃’이 4년 연속 ‘꼭 가봐야 할 세계 페스티벌50’에 선정하였다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/55/30109/16036/c/009_2019-인천펜타포트음악축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/218,인천광역시,연수구,인천광역시 연수구 송도동 1,라이브 클럽 파티,전야제 성격을 띤 연계 프로그램으로 다가오는 락 페스티벌을 맞아 인천을 대표하는 여러 클럽에서 열리는 밴드 라이브 공연 파티이다.,20230101,"인천, 펜타포트, 축제, 송도, 달빛축제공원, 펜타유스스타",F,미디어 & 엔터테인먼트/음악 애호가/월드 뮤직 팬,83,24,20231230
20231200021,세계 3대 마임축제 중 하나 '춘천마임축제',"춘천마임축제는 프랑스의 미모스 축제, 런던의 마임축제와 어깨를 나란히 하는 세계 3대 마임축제의 하나이다. 한 해에 12만명의 관람객이 다녀가고, 10여 개국의 마임 단체들이 참가하며, 공지천, 미군기지터, 극장 등 춘천 시내 곳곳에서 열리는 춘천의 대표 축제이다. 춘천마임축제는 예술 영역에 머물렀던 마임을 대중적인 마임으로 전환하기 위한 노력을 기울이고 있다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/200/30254/17169/c/150_2019-춘천마임축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/240,강원특별자치도,춘천시,강원도 춘천시 효자동 531,걷다 보는 마임,춘천의 산책로를 무대로 만든다. 걷다가 공연보다가 다시 걷다가 드라이브스루 대신 워킹스루 형식으로 마임을 즐긴다.,20230101,"춘천, 마임, 축제, 미모스, 신체극, 광대극",F,미디어 & 엔터테인먼트/음악 애호가/팝 음악 팬,81,28,20231230
20231200022,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",F,미디어 & 엔터테인먼트/TV 애호가/드라마 팬,80,51,20231230
20231200023,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",M,뉴스 & 정치/열렬한 뉴스 독자/열렬한 정치 뉴스 독자,78,42,20231230
20231200024,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",F,미디어 & 엔터테인먼트/만화 & 애니메이션 팬,77,51,20231230
20231200025,세계 3대 마임축제 중 하나 '춘천마임축제',"춘천마임축제는 프랑스의 미모스 축제, 런던의 마임축제와 어깨를 나란히 하는 세계 3대 마임축제의 하나이다. 한 해에 12만명의 관람객이 다녀가고, 10여 개국의 마임 단체들이 참가하며, 공지천, 미군기지터, 극장 등 춘천 시내 곳곳에서 열리는 춘천의 대표 축제이다. 춘천마임축제는 예술 영역에 머물렀던 마임을 대중적인 마임으로 전환하기 위한 노력을 기울이고 있다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/200/30254/17169/c/150_2019-춘천마임축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/240,강원특별자치도,춘천시,강원도 춘천시 효자동 531,걷다 보는 마임,춘천의 산책로를 무대로 만든다. 걷다가 공연보다가 다시 걷다가 드라이브스루 대신 워킹스루 형식으로 마임을 즐긴다.,20230101,"춘천, 마임, 축제, 미모스, 신체극, 광대극",F,테크놀로지/기술애호가,77,25,20231230
20231200026,세계 3대 마임축제 중 하나 '춘천마임축제',"춘천마임축제는 프랑스의 미모스 축제, 런던의 마임축제와 어깨를 나란히 하는 세계 3대 마임축제의 하나이다. 한 해에 12만명의 관람객이 다녀가고, 10여 개국의 마임 단체들이 참가하며, 공지천, 미군기지터, 극장 등 춘천 시내 곳곳에서 열리는 춘천의 대표 축제이다. 춘천마임축제는 예술 영역에 머물렀던 마임을 대중적인 마임으로 전환하기 위한 노력을 기울이고 있다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/200/30254/17169/c/150_2019-춘천마임축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/240,강원특별자치도,춘천시,강원도 춘천시 효자동 531,걷다 보는 마임,춘천의 산책로를 무대로 만든다. 걷다가 공연보다가 다시 걷다가 드라이브스루 대신 워킹스루 형식으로 마임을 즐긴다.,20230101,"춘천, 마임, 축제, 미모스, 신체극, 광대극",F,미디어 & 엔터테인먼트/만화 & 애니메이션 팬,76,25,20231230
