DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,FSTVL_PROGRM_NM,FSTVL_PROGRM_DC,REGIST_DE,CORE_KWRD_CN,SEXDSTN_CD,INTRST_REALM_NM,PGE_VIEWS_CO,VISIT_CO,OPN_DE
20231200217,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",F,라이프스타일 & 취미/아웃도어 매니아,21,13,20231230
20231200218,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",M,스포츠 & 피트니스/스포츠 팬/야구 팬,21,13,20231230
20231200219,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",F,미디어 & 엔터테인먼트/게이머/액션 게임 팬,21,12,20231230
20231200220,가을의 절정에서 단풍을 즐기는 장성백양단풍축제,"장성백양단풍축제는 전라남도 장성에 있는 백암산과 백양사의 아름다운 가을 단풍을 선보이는 축제다. 1996년부터 개최되었고, 단풍이 절정에 이르는 시기를 택해 매년 10월 말 ~ 11월 초에 개최된다. 백암산은 내장산 국립공원에 속한다. 백양사는 백암산 동쪽에 있는 절로 백제 무왕 때 세워졌는데, 백양사라고 불린 이유는 조선 숙종 때 환양선사가 설법하던 도중 백양 한 마리가 내려와 설법을 듣고 신이 되어 하늘로 올라갔기 때문이라고 한다. 장성백양단풍축제는 가을의 절정에서 자연의 멋을 느낄 수 있는 축제이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/170/30224/17137/c/115_-2019-장성백양단풍축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/494,전라남도,장성군,전남 장성군 북이면 사거리 656-5,단풍숲 거리공연,"쌍계루, 일광정에서 통기타 공연부터 국악, 클래식, 팝페라, 버스킹, 포크 콘서트까지 다양한 장르의 공연이 열린다.",20230101,"백양사, 백암산, 단풍, 정토사",F,미디어 & 엔터테인먼트/게이머/하드코어 게이머,21,11,20231230
20231200221,국내외 유명 밴드를 만날 수 있는 '인천펜타포트음악축제',"인천펜타포드음악축제는 ‘락 페스티벌, 펜타 유스 스타, 펜타 라이브 스테이지, 펜타포트 라이브 뮤직파티’로 구성되어 있다. 락 페스티벌의 모든 공연은 스탠딩으로 진행되며 한국의 원년 록 그룹과 인디밴드, 아이돌 그룹 등이 참가한다. 3일간 60여개의 팀이 무대에 오르며, 연간 10만명에 가까운 관객들이 찾아온다. 영국 ‘타임아웃’이 4년 연속 ‘꼭 가봐야 할 세계 페스티벌50’에 선정하였다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/55/30109/16036/c/009_2019-인천펜타포트음악축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/218,인천광역시,연수구,인천광역시 연수구 송도동 1,라이브 클럽 파티,전야제 성격을 띤 연계 프로그램으로 다가오는 락 페스티벌을 맞아 인천을 대표하는 여러 클럽에서 열리는 밴드 라이브 공연 파티이다.,20230101,"인천, 펜타포트, 축제, 송도, 달빛축제공원, 펜타유스스타",M,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,21,11,20231230
20231200222,부평두레놀이에서 비롯된 부평풍물대축제,"부평풍물대축제는1996년10월1일 구민의 날에 개최된 ‘늘푸른부평문화예술제’에서 공연되어, 1997년부터 제1회 부평풍물대축제로 독립했다. 부평평야를 중심으로 하는 농경문화권의 풍물을 주제로 하는 전통예술축제이다.풍물은 농경문화의 흥과 놀이를 담은 종합예술로, 악기 연주는 물론 춤, 기예를 함께 보여준다. 부평은 인천광역시 무형문화재 26호로 지정된 부평두레놀이를 토대로 풍물도시로서의 기반을 다졌고, 지금은 부평구 22개 동별로 풍물패가 운영되고 있다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/143/30197/17093/c/089_2019-부평풍물대축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/422,인천광역시,부평구,인천 부평구 부평동 879,고유제,부평구민의 안녕과 발전은 물론 축제의 무탈함도 기원하며 하늘과 땅의 신에게 지내는 제로 마을 축제의 형태로 진행되고 있다.,20230101,"부평, 풍물, 부평두레놀이, 농악",F,미디어 & 엔터테인먼트/영화 애호가,21,11,20231230
20231200223,부평두레놀이에서 비롯된 부평풍물대축제,"부평풍물대축제는1996년10월1일 구민의 날에 개최된 ‘늘푸른부평문화예술제’에서 공연되어, 1997년부터 제1회 부평풍물대축제로 독립했다. 부평평야를 중심으로 하는 농경문화권의 풍물을 주제로 하는 전통예술축제이다.풍물은 농경문화의 흥과 놀이를 담은 종합예술로, 악기 연주는 물론 춤, 기예를 함께 보여준다. 부평은 인천광역시 무형문화재 26호로 지정된 부평두레놀이를 토대로 풍물도시로서의 기반을 다졌고, 지금은 부평구 22개 동별로 풍물패가 운영되고 있다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/143/30197/17093/c/089_2019-부평풍물대축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/422,인천광역시,부평구,인천 부평구 부평동 879,고유제,부평구민의 안녕과 발전은 물론 축제의 무탈함도 기원하며 하늘과 땅의 신에게 지내는 제로 마을 축제의 형태로 진행되고 있다.,20230101,"부평, 풍물, 부평두레놀이, 농악",F,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,21,11,20231230
20231200224,세계 3대 마임축제 중 하나 '춘천마임축제',"춘천마임축제는 프랑스의 미모스 축제, 런던의 마임축제와 어깨를 나란히 하는 세계 3대 마임축제의 하나이다. 한 해에 12만명의 관람객이 다녀가고, 10여 개국의 마임 단체들이 참가하며, 공지천, 미군기지터, 극장 등 춘천 시내 곳곳에서 열리는 춘천의 대표 축제이다. 춘천마임축제는 예술 영역에 머물렀던 마임을 대중적인 마임으로 전환하기 위한 노력을 기울이고 있다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/200/30254/17169/c/150_2019-춘천마임축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/240,강원특별자치도,춘천시,강원도 춘천시 효자동 531,걷다 보는 마임,춘천의 산책로를 무대로 만든다. 걷다가 공연보다가 다시 걷다가 드라이브스루 대신 워킹스루 형식으로 마임을 즐긴다.,20230101,"춘천, 마임, 축제, 미모스, 신체극, 광대극",M,뉴스 & 정치/열렬한 뉴스 독자/열렬한 정치 뉴스 독자,21,10,20231230
20231200225,박연을 기리는 영동난계국악축제,"대한민국의 3대 악성(樂聖)을 왕산악(고구려), 우륵(신라), 박연(조선)이라고 한다. 영동지역에서 펼쳐지는 국악축제인 ‘영동난계국악축제’는 3대 악성 가운데 박연을 기리는 전국유일의 국악축제다. 난계는 박연의 아호다. 1965년 시작할 때의 이름은 난계예술제로, 경연대회 정도의 성격이었다가 1975년 전국적인 축제로 발전한다. 난계국악축제라는 명칭으로의 변화는 1998년부터이다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/215/30268/17183/c/166_-2019-영동난계국악축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/401,충청북도,영동군,충청북도 영동군 영동읍 중앙로 11,국악기 제작 및 연주 체험,"다양한 국악기를 직접 연주해보고 전통 방식의 대금, 장구, 북 등의 만들기를 누구나 직접 체험해 볼 수 있다.",20230101,"박연, 난계사, 국악",F,미디어 & 엔터테인먼트/음악 애호가/팝 음악 팬,20,19,20231230
20231200226,6만평 하늘공원에서 펼쳐지는 서울억새축제,"서울억새축제는2002년 쓰레기 매립장 난지도에서 월드컵 공원 환경생태공원으로 변화한 하늘공원에서 억새꽃이 피는10월에 개최되는 축제이다.난지도는 서울의 쓰레기 매립장이었으나 생태공원으로 조성되었고, 하늘공원을 만들 당시 전국 23개 도시의 억새를 가져다 심었다. 6만평 억새밭 사이로 난 23개의 길을 걸어보는 것도 좋은 경험이고, 밤에 억새밭에서 서울의 야경을 감상하는 것도 좋은 추억이 될 것이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/87/29766/14271/c/서울억새축제2019-10-18-20.03.57-thumb.jpg,https://ncms.nculture.org/local-festival/story/488,서울특별시,마포구,서울 마포구 상암동 481-72,가을 음악공연,7080 포크송 및 인디밴드 버스킹 등 다양한 라이브 공연이 중앙무대에서 펼쳐진다.,20230101,"억새, 난지도, 하늘공원, 월드컵 공원, 가을바람따라",M,테크놀로지/모바일 매니아,20,18,20231230
20231200227,가을의 절정에서 단풍을 즐기는 장성백양단풍축제,"장성백양단풍축제는 전라남도 장성에 있는 백암산과 백양사의 아름다운 가을 단풍을 선보이는 축제다. 1996년부터 개최되었고, 단풍이 절정에 이르는 시기를 택해 매년 10월 말 ~ 11월 초에 개최된다. 백암산은 내장산 국립공원에 속한다. 백양사는 백암산 동쪽에 있는 절로 백제 무왕 때 세워졌는데, 백양사라고 불린 이유는 조선 숙종 때 환양선사가 설법하던 도중 백양 한 마리가 내려와 설법을 듣고 신이 되어 하늘로 올라갔기 때문이라고 한다. 장성백양단풍축제는 가을의 절정에서 자연의 멋을 느낄 수 있는 축제이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/170/30224/17137/c/115_-2019-장성백양단풍축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/494,전라남도,장성군,전남 장성군 북이면 사거리 656-5,단풍숲 거리공연,"쌍계루, 일광정에서 통기타 공연부터 국악, 클래식, 팝페라, 버스킹, 포크 콘서트까지 다양한 장르의 공연이 열린다.",20230101,"백양사, 백암산, 단풍, 정토사",M,라이프스타일 & 취미/아웃도어 매니아,20,18,20231230
20231200228,"여자만 갯벌의 보물을 캐자, ‘벌교꼬막축제’","전라남도 벌교의 갯벌은 미세한 진흙으로 이루어져 있고, 모래가 섞이지 않고, 오염되지 않아 꼬막 서식의 최적지이다. 일찍이 넓은 여자만 갯벌에 꼬막 양식을 시작했다. 많은 양의 꼬막을 채취하기 위해 널배와 특별히 제작된 꼬막채취 도구를 이용하는데, '벌교의 널배를 이용한 꼬막 채취’는 2016년 국가중요어업유산 2호로 지정되었다. 대표적인 꼬막 양식지인 벌교읍과 대포리에서 2001년부터 매년 11월에 꼬막을 주제로 수산물 축제를 연다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/85/29764/14282/c/%EB%B2%8C%EA%B5%90%EA%BC%AC%EB%A7%89%EC%B6%95%EC%A0%9C2019-11-02-16.37.44-thumb.jpg,https://ncms.nculture.org/local-festival/story/99,전라남도,보성군,전라남도 보성군 벌교읍 벌교천1길 19,꼬막체험행사,"진석리 갯벌에서 펼쳐지는 꼬막과 관련한 다양한 체험 행사를 만나볼 수 있다. 꼬막 잡기, 까기, 던지기는 물론 갯벌달리기, 널배타기 등으로 구성되어 있다.",20230101,"꼬막, 개펄, 꼬막무침, 생꼬막",F,음식 & 다이닝/요리 매니아/셰프 지망생,20,18,20231230
20231200229,가을의 절정에서 단풍을 즐기는 장성백양단풍축제,"장성백양단풍축제는 전라남도 장성에 있는 백암산과 백양사의 아름다운 가을 단풍을 선보이는 축제다. 1996년부터 개최되었고, 단풍이 절정에 이르는 시기를 택해 매년 10월 말 ~ 11월 초에 개최된다. 백암산은 내장산 국립공원에 속한다. 백양사는 백암산 동쪽에 있는 절로 백제 무왕 때 세워졌는데, 백양사라고 불린 이유는 조선 숙종 때 환양선사가 설법하던 도중 백양 한 마리가 내려와 설법을 듣고 신이 되어 하늘로 올라갔기 때문이라고 한다. 장성백양단풍축제는 가을의 절정에서 자연의 멋을 느낄 수 있는 축제이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/170/30224/17137/c/115_-2019-장성백양단풍축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/494,전라남도,장성군,전남 장성군 북이면 사거리 656-5,단풍숲 거리공연,"쌍계루, 일광정에서 통기타 공연부터 국악, 클래식, 팝페라, 버스킹, 포크 콘서트까지 다양한 장르의 공연이 열린다.",20230101,"백양사, 백암산, 단풍, 정토사",F,미디어 & 엔터테인먼트/TV 애호가/드라마 팬,20,17,20231230
20231200230,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",F,미디어 & 엔터테인먼트/음악 애호가/랩&힙합 팬,20,15,20231230
20231200231,9가지 테마로 치즈를 즐겨봐요 '임실N치즈축제',"임실N치즈축제는 임실N치즈라는 임실만의 차별화된 콘텐츠를 활용한 체험형 관광축제이다. 임실은 벨기에에서 온 지정환 신부가 우리나라 최초로 농민들에게 치즈 만드는 기술을 가르쳐준 치즈 생산지이다. 임실N치즈축제는 ‘특별한 치즈(공연), 다함께 치즈(대동), 뽐내는 치즈(경연), 재미있는 치즈(체험), 맛깔난 치즈(음식), 볼만한 치즈(전시), 빛나는 치즈(야간), 더불어 치즈(문화), 마을 치즈(연계)’ 등의 9개 테마로 구성되어 있다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/88/30142/16082/c/036_2019-임실N치즈축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/320,전라북도,임실군,전라북도 임실군 성수면 도인리 689,다함께 치즈,"국가대표 쌀 피자 만들기, 치즈요리 나눔행사, 가족대항 쭉쭉 늘려내 치즈 등 여러 체험들이 있어 가족, 친구, 연인과 함께 참여하여 추억을 쌓아보자.",20230101,"임실, 치즈, 축제, 특산물, 지정환 신부",F,뉴스 & 정치/열렬한 뉴스 독자/열렬한 정치 뉴스 독자,20,12,20231230
20231200232,국내외 수준급 재즈를 라이브로 즐기는 '자라섬 재즈페스티벌',자라섬 국제재즈페스티벌은 국내에서 생소한 장르인 재즈(jazz)를 소재로 한 대한민국의 대표 음악축제이다. 자라섬은 1943년 국내 최초의 발전 전용 댐인 청평댐이 완공되면서 생긴 섬이다. 자라섬 국제재즈페스티벌은 ‘자연 속의 소풍 같은 축제’를 지향한다. 재즈 마니아 뿐 아니라 음악을 잘 모르는 사람들도 즐길 수 있도록 메인스트림 재즈 외에 보사노바ㆍ비밥ㆍ스윙ㆍ퓨전ㆍ일렉트릭ㆍ월드뮤직 등 다양한 장르별 재즈 뮤지션들의 공연이 다채롭게 펼쳐진다.,춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/65/30119/16049/c/018_2019-자라섬-국제재즈페스티벌-thumb.jpg,https://ncms.nculture.org/local-festival/story/238,경기도,가평군,경기 가평군 가평읍 달전리 28,재즈 스테이션,가평의 읍내에 위치한 음악역 1939 내의 뮤직홀에서 펼쳐지는 무료 공연으로 재즈 페스티벌을 멀리서 찾은 사람뿐만 아니라 가평 시민들도 공연을 쉽게 접할 수 있도록 했다.,20230101,"가평, 자라섬, 재즈, 페스티벌, 청평댐, 땅콩섬, 중국섬, 재즈막걸리",F,스포츠 & 피트니스/스포츠 팬/축구 팬,20,10,20231230
20231200233,6만평 하늘공원에서 펼쳐지는 서울억새축제,"서울억새축제는2002년 쓰레기 매립장 난지도에서 월드컵 공원 환경생태공원으로 변화한 하늘공원에서 억새꽃이 피는10월에 개최되는 축제이다.난지도는 서울의 쓰레기 매립장이었으나 생태공원으로 조성되었고, 하늘공원을 만들 당시 전국 23개 도시의 억새를 가져다 심었다. 6만평 억새밭 사이로 난 23개의 길을 걸어보는 것도 좋은 경험이고, 밤에 억새밭에서 서울의 야경을 감상하는 것도 좋은 추억이 될 것이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/87/29766/14271/c/서울억새축제2019-10-18-20.03.57-thumb.jpg,https://ncms.nculture.org/local-festival/story/488,서울특별시,마포구,서울 마포구 상암동 481-72,가을 음악공연,7080 포크송 및 인디밴드 버스킹 등 다양한 라이브 공연이 중앙무대에서 펼쳐진다.,20230101,"억새, 난지도, 하늘공원, 월드컵 공원, 가을바람따라",M,라이프스타일 & 취미/친환경 라이프스타일,19,17,20231230
20231200234,6만평 하늘공원에서 펼쳐지는 서울억새축제,"서울억새축제는2002년 쓰레기 매립장 난지도에서 월드컵 공원 환경생태공원으로 변화한 하늘공원에서 억새꽃이 피는10월에 개최되는 축제이다.난지도는 서울의 쓰레기 매립장이었으나 생태공원으로 조성되었고, 하늘공원을 만들 당시 전국 23개 도시의 억새를 가져다 심었다. 6만평 억새밭 사이로 난 23개의 길을 걸어보는 것도 좋은 경험이고, 밤에 억새밭에서 서울의 야경을 감상하는 것도 좋은 추억이 될 것이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/87/29766/14271/c/서울억새축제2019-10-18-20.03.57-thumb.jpg,https://ncms.nculture.org/local-festival/story/488,서울특별시,마포구,서울 마포구 상암동 481-72,가을 음악공연,7080 포크송 및 인디밴드 버스킹 등 다양한 라이브 공연이 중앙무대에서 펼쳐진다.,20230101,"억새, 난지도, 하늘공원, 월드컵 공원, 가을바람따라",F,미디어 & 엔터테인먼트/음악 애호가/팝 음악 팬,19,17,20231230
20231200235,정조대왕 능행차를 시연하는 '수원화성문화제',수원화성문화제는 유네스코가 지정한 세계문화유산의 하나인 수원화성에서 개최되는 종합축제 성격의 향토문화제이다. 수원화성은 정조대왕이 그의 부친인 사도세자의 능을 수원 화산의 현륭원으로 옮긴 이후 축조한 성곽이다. 정조대왕의 지극했던 효심을 기리는 뜻도 담겨 있다. 수원화성문화제의 대표 행사는 ‘정조대왕 능행차 시연’으로 수 천명이 참가하여 장관을 이룬다.,전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/17/72604/66135/c/JKH_0011-thumb.jpg,https://ncms.nculture.org/local-festival/story/344,경기도,수원시,경기도 수원시 팔달구 남창동 6-2,낙성연,"수원화성 준공을 기념하기 위해 벌여졌던 낙성연을 재현한 것이다. 궁중연희를 재현하고 헌선도, 무고를 선보이며 다양한 궁중연희를 직접 눈으로 볼 수 있다.",20230101,"수원, 화성, 축제, 정조대왕, 유네스코세계문화유산, 효심",F,테크놀로지/기술애호가,19,17,20231230
20231200236,가을의 절정에서 단풍을 즐기는 장성백양단풍축제,"장성백양단풍축제는 전라남도 장성에 있는 백암산과 백양사의 아름다운 가을 단풍을 선보이는 축제다. 1996년부터 개최되었고, 단풍이 절정에 이르는 시기를 택해 매년 10월 말 ~ 11월 초에 개최된다. 백암산은 내장산 국립공원에 속한다. 백양사는 백암산 동쪽에 있는 절로 백제 무왕 때 세워졌는데, 백양사라고 불린 이유는 조선 숙종 때 환양선사가 설법하던 도중 백양 한 마리가 내려와 설법을 듣고 신이 되어 하늘로 올라갔기 때문이라고 한다. 장성백양단풍축제는 가을의 절정에서 자연의 멋을 느낄 수 있는 축제이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/170/30224/17137/c/115_-2019-장성백양단풍축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/494,전라남도,장성군,전남 장성군 북이면 사거리 656-5,단풍숲 거리공연,"쌍계루, 일광정에서 통기타 공연부터 국악, 클래식, 팝페라, 버스킹, 포크 콘서트까지 다양한 장르의 공연이 열린다.",20230101,"백양사, 백암산, 단풍, 정토사",M,라이프스타일 & 취미/친환경 라이프스타일,19,16,20231230
20231200237,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",F,라이프스타일 & 취미/가족 중심,19,15,20231230
20231200238,박연을 기리는 영동난계국악축제,"대한민국의 3대 악성(樂聖)을 왕산악(고구려), 우륵(신라), 박연(조선)이라고 한다. 영동지역에서 펼쳐지는 국악축제인 ‘영동난계국악축제’는 3대 악성 가운데 박연을 기리는 전국유일의 국악축제다. 난계는 박연의 아호다. 1965년 시작할 때의 이름은 난계예술제로, 경연대회 정도의 성격이었다가 1975년 전국적인 축제로 발전한다. 난계국악축제라는 명칭으로의 변화는 1998년부터이다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/215/30268/17183/c/166_-2019-영동난계국악축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/401,충청북도,영동군,충청북도 영동군 영동읍 중앙로 11,국악기 제작 및 연주 체험,"다양한 국악기를 직접 연주해보고 전통 방식의 대금, 장구, 북 등의 만들기를 누구나 직접 체험해 볼 수 있다.",20230101,"박연, 난계사, 국악",F,은행 및 금융/열렬한 투자자,19,15,20231230
20231200239,우리나라의 대표적인 아리랑 '정선아리랑제',"정선은 아리랑의 대표적인 전승지이다. 정선아리랑제는 정선 아리랑의 문화적 가치를 전승하고자 1976년부터 시작되었다. 정선아리랑은 국내 아리랑 중 유일한 무형문화재이다. 정선에서는 이미 5천수 이상의 아리랑 가사가 채록되었고 지금도 끊임없이 창작, 전승되고 있다. 정선아리랑제에서는 어르신, 학생, 성인 등 다양한 사람들이 경창대회를 열고, 아리랑을 주제로한 인형극, 공연, 콘서트, 포럼이 열린다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/73/30127/16061/c/026_2019정선아리랑제-thumb.jpg,https://ncms.nculture.org/local-festival/story/323,강원특별자치도,정선군,강원도 정선군 정선읍 봉양리 112,민속체험 &한복체험,정선의 대표문화인 짚풀공예와 삼찌기 시현을 보고 한복 대여 체험을 통해 축제를 더욱 재밌게 즐길 수 있다.,20230101,"정선, 아리랑, 아라리, 문화예술, 무형문화재, 소리문화",F,뷰티 & 웰빙/뷰티 전문가,19,14,20231230
20231200240,박연을 기리는 영동난계국악축제,"대한민국의 3대 악성(樂聖)을 왕산악(고구려), 우륵(신라), 박연(조선)이라고 한다. 영동지역에서 펼쳐지는 국악축제인 ‘영동난계국악축제’는 3대 악성 가운데 박연을 기리는 전국유일의 국악축제다. 난계는 박연의 아호다. 1965년 시작할 때의 이름은 난계예술제로, 경연대회 정도의 성격이었다가 1975년 전국적인 축제로 발전한다. 난계국악축제라는 명칭으로의 변화는 1998년부터이다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/215/30268/17183/c/166_-2019-영동난계국악축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/401,충청북도,영동군,충청북도 영동군 영동읍 중앙로 11,국악기 제작 및 연주 체험,"다양한 국악기를 직접 연주해보고 전통 방식의 대금, 장구, 북 등의 만들기를 누구나 직접 체험해 볼 수 있다.",20230101,"박연, 난계사, 국악",F,미디어 & 엔터테인먼트/TV 애호가/드라마 팬,19,13,20231230
